交易类型,交易金额,交易工作日,交易渠道
现金宝普取,1000000,20160405,企业客户端
现金宝普取,100000,20160407,企业客户端
现金宝普取,100156,20160411,企业客户端
现金宝普取,100000,20160411,企业客户端
现金宝普取,200000,20160413,企业客户端
现金宝普取,12000,20160414,企业客户端
现金宝普取,600000,20160414,企业客户端
现金宝普取,500000,20160418,企业客户端
现金宝快取,300000,20160419,企业客户端
现金宝普取,250000,20160428,企业客户端
现金宝普取,17.11,20160701,企业客户端
现金宝普取,2039000,20160705,企业客户端
现金宝普取,500000,20160706,企业客户端
现金宝普取,1057.06,20160706,企业客户端
现金宝普取,18934447.66,20160706,企业客户端
现金宝普取,3670000,20160707,企业客户端
现金宝普取,300000,20160707,企业客户端
现金宝快取,1000000,20160511,企业客户端
现金宝普取,100000,20160511,企业客户端
现金宝普取,80000,20160512,企业客户端
现金宝快取,180000,20160512,企业客户端
现金宝普取,1200000,20160310,企业客户端
现金宝快取,10000,20160429,企业客户端
现金宝普取,3430000,20160401,企业客户端
现金宝普取,15000,20160426,企业客户端
现金宝普取,60000,20160503,企业客户端
现金宝普取,100000,20160517,企业客户端
现金宝普取,160000,20160519,企业客户端
其他,140000,20160520,企业客户端
现金宝普取,800000,20160520,企业客户端
现金宝普取,1000000,20160310,企业客户端
现金宝普取,20000000,20160316,企业客户端
预约取现,30000,20160511,企业客户端
现金宝快取,900000,20160520,企业客户端
现金宝普取,15000000,20160524,企业客户端
现金宝普取,200000,20160601,企业客户端
现金宝普取,200000,20160608,企业客户端
现金宝普取,100000,20160623,企业客户端
现金宝普取,103177.73,20160704,企业客户端
现金宝普取,1190000,20160524,企业客户端
现金宝普取,500000,20160524,企业客户端
现金宝快取,600000,20160525,企业客户端
现金宝普取,4000000,20160527,企业客户端
现金宝普取,1500000,20160527,企业客户端
现金宝普取,10000,20160525,企业客户端
现金宝普取,800000,20160527,企业客户端
现金宝普取,500000,20160530,企业客户端
现金宝普取,12568090.51,20160601,企业客户端
现金宝普取,15.14,20160602,企业客户端
现金宝普取,3220000,20160602,企业客户端
现金宝普取,500000,20160523,企业客户端
现金宝普取,104300,20160524,企业客户端
现金宝普取,200000,20160530,企业客户端
现金宝普取,14199534.15,20160530,企业客户端
现金宝普取,100000,20160606,企业客户端
现金宝普取,5460000,20160303,企业客户端
现金宝普取,500000,20160310,企业客户端
现金宝普取,12000000,20160314,企业客户端
现金宝普取,19883246.57,20160321,企业客户端
现金宝普取,19500000,20160328,企业客户端
现金宝普取,100000,20160414,企业客户端
现金宝普取,5000000,20160309,企业客户端
现金宝普取,12000000,20160523,企业客户端
现金宝普取,1000000,20160606,企业客户端
现金宝普取,2000000,20160606,企业客户端
现金宝普取,50000,20160607,企业客户端
现金宝快取,100000,20160607,企业客户端
现金宝普取,500000,20160412,企业客户端
现金宝普取,30000,20160415,企业客户端
现金宝普取,100000,20160503,企业客户端
现金宝普取,100000,20160512,企业客户端
现金宝普取,300000,20160613,企业客户端
现金宝普取,100000,20160613,企业客户端
现金宝普取,30000,20160530,企业客户端
现金宝普取,10743248.18,20160629,企业客户端
现金宝普取,2030411.33,20160629,企业客户端
现金宝普取,400000,20160707,企业客户端
现金宝普取,80000,20160707,企业客户端
现金宝普取,1452.39,20160707,企业客户端
现金宝普取,50000,20160708,企业客户端
现金宝普取,700000,20160708,企业客户端
现金宝普取,70000,20160316,企业客户端
现金宝普取,45000,20160405,企业客户端
现金宝普取,200000,20160406,企业客户端
现金宝普取,2000000,20160426,企业客户端
现金宝普取,1800,20160426,企业客户端
现金宝快取,160000,20160524,企业客户端
现金宝快取,50000,20160613,企业客户端
现金宝普取,750000,20160613,企业客户端
现金宝普取,300000,20160613,企业客户端
现金宝普取,200000,20160613,企业客户端
现金宝普取,350000,20160517,企业客户端
现金宝普取,46477.79,20160525,企业客户端
现金宝普取,2000000,20160530,企业客户端
现金宝普取,20000000,20160615,企业客户端
现金宝普取,20000000,20160615,企业客户端
现金宝普取,330000,20160617,企业客户端
现金宝普取,200000,20160524,企业客户端
现金宝普取,1000000,20160615,企业客户端
现金宝普取,20000000,20160620,企业客户端
现金宝普取,20000000,20160620,企业客户端
现金宝普取,400000,20160711,企业客户端
现金宝普取,100000,20160711,企业客户端
现金宝普取,2785,20160615,企业客户端
现金宝普取,250000,20160615,企业客户端
现金宝普取,20000000,20160617,企业客户端
现金宝快取,7000,20160620,企业客户端
现金宝普取,1100000,20160620,企业客户端
现金宝普取,3000000,20160620,企业客户端
现金宝普取,10000,20160620,企业客户端
现金宝普取,25208,20160517,企业客户端
现金宝普取,300000,20160617,企业客户端
现金宝快取,320000,20160304,企业客户端
现金宝快取,1960,20160415,企业客户端
现金宝普取,2,20160422,企业客户端
现金宝普取,1500000,20160425,企业客户端
现金宝普取,20000000,20160520,企业客户端
现金宝普取,20000000,20160520,企业客户端
现金宝普取,5000000,20160524,企业客户端
现金宝普取,500000,20160601,企业客户端
现金宝普取,4510272.41,20160704,企业客户端
现金宝普取,50000,20160519,企业客户端
现金宝普取,1239578.45,20160520,企业客户端
现金宝普取,500000,20160601,企业客户端
现金宝普取,1.59,20160603,企业客户端
现金宝普取,5000000,20160621,企业客户端
现金宝普取,500000,20160621,企业客户端
现金宝普取,200000,20160622,企业客户端
现金宝普取,700000,20160413,企业客户端
预约取现,110000,20160527,企业客户端
现金宝快取,5000,20160613,企业客户端
现金宝普取,500000,20160616,企业客户端
现金宝普取,400000,20160617,企业客户端
现金宝普取,1,20160624,企业客户端
现金宝普取,1070000,20160624,企业客户端
现金宝普取,1001120.43,20160629,企业客户端
现金宝快取,100000,20160705,企业客户端
现金宝普取,300000,20160708,企业客户端
现金宝普取,500000,20160711,企业客户端
现金宝普取,1000000,20160712,企业客户端
现金宝普取,800000,20160712,企业客户端
现金宝普取,1500000,20160323,企业客户端
现金宝普取,250000,20160330,企业客户端
现金宝普取,300000,20160405,企业客户端
现金宝普取,10000000,20160407,企业客户端
现金宝普取,70000,20160425,企业客户端
现金宝普取,3000,20160616,企业客户端
现金宝普取,9000000,20160623,企业客户端
现金宝普取,11580000,20160623,企业客户端
现金宝普取,1000000,20160624,企业客户端
现金宝普取,732507.7,20160519,企业客户端
现金宝普取,195000,20160601,企业客户端
现金宝普取,20000000,20160303,企业客户端
现金宝快取,350000,20160304,企业客户端
现金宝普取,320000,20160525,企业客户端
现金宝普取,550000,20160627,企业客户端
现金宝普取,12968.24,20160627,企业客户端
现金宝普取,10000,20160627,企业客户端
现金宝普取,80000,20160627,企业客户端
现金宝普取,1,20160628,企业客户端
现金宝普取,100000,20160628,企业客户端
现金宝普取,5.53,20160628,企业客户端
现金宝普取,1003857.06,20160317,企业客户端
现金宝普取,20000,20160407,企业客户端
现金宝快取,100000,20160524,企业客户端
现金宝普取,890,20160530,企业客户端
现金宝普取,200000,20160628,企业客户端
现金宝普取,500000,20160629,企业客户端
现金宝普取,1000000,20160518,企业客户端
现金宝普取,4000000,20160701,企业客户端
现金宝普取,31975.83,20160704,企业客户端
现金宝普取,620.5,20160708,企业客户端
现金宝普取,277758.17,20160322,企业客户端
现金宝普取,500000,20160517,企业客户端
现金宝普取,50643.02,20160614,企业客户端
现金宝普取,1000000,20160615,企业客户端
现金宝普取,100000,20160622,企业客户端
现金宝普取,120000,20160629,企业客户端
现金宝普取,47000,20160629,企业客户端
现金宝普取,2000000,20160630,企业客户端
现金宝普取,400400,20160630,企业客户端
现金宝普取,150.09,20160630,企业客户端
现金宝普取,30000,20160530,企业客户端
现金宝普取,220000,20160711,企业客户端
现金宝普取,108.98,20160712,企业客户端
现金宝普取,2500000,20160713,企业客户端
现金宝普取,200000,20160713,企业客户端
现金宝普取,20914.79,20160713,企业客户端
现金宝普取,500000,20160926,企业客户端
现金宝普取,4100000,20160928,企业客户端
现金宝普取,10000,20161011,企业客户端
现金宝普取,5000000,20161018,企业客户端
现金宝快取,49990,20160722,企业客户端
现金宝普取,84850.58,20160801,企业客户端
现金宝普取,150000,20160815,企业客户端
现金宝普取,30000,20161013,企业客户端
现金宝快取,100000,20160719,企业客户端
现金宝普取,1073.89,20160831,企业客户端
现金宝普取,50000,20160927,企业客户端
现金宝普取,500000,20160907,企业客户端
现金宝普取,400000,20161114,企业客户端
现金宝普取,300000,20161129,企业客户端
现金宝普取,1053996.89,20161130,企业客户端
现金宝普取,5520100.37,20161202,企业客户端
现金宝快取,8318,20160726,企业客户端
预约取现,90000,20160831,企业客户端
现金宝普取,127426,20160905,企业客户端
现金宝普取,1248,20160919,企业客户端
现金宝普取,409000,20161201,企业客户端
现金宝普取,4000000,20160802,企业客户端
现金宝快取,50000,20160811,企业客户端
现金宝普取,230000,20160817,企业客户端
现金宝快取,15000,20160922,企业客户端
现金宝普取,1000000,20161010,企业客户端
现金宝普取,11.7,20161101,企业客户端
现金宝普取,20000,20161125,企业客户端
现金宝普取,780000,20160713,企业客户端
现金宝普取,10000,20161012,企业客户端
现金宝普取,50000,20161024,企业客户端
现金宝普取,460,20161110,企业客户端
现金宝普取,1190000,20160714,企业客户端
现金宝普取,200000,20160725,企业客户端
现金宝普取,410000,20161118,企业客户端
现金宝普取,300000,20161202,企业客户端
现金宝普取,300000,20160720,企业客户端
现金宝快取,200000,20160725,企业客户端
现金宝普取,300000,20160826,企业客户端
现金宝普取,100000,20160920,企业客户端
现金宝普取,50000,20160927,企业客户端
现金宝普取,2000000,20160928,企业客户端
现金宝普取,15000,20161028,企业客户端
现金宝快取,20000,20161107,企业客户端
现金宝普取,130000,20160812,企业客户端
现金宝普取,2000000,20160812,企业客户端
现金宝普取,1800000,20160914,企业客户端
现金宝普取,20000,20161012,企业客户端
预约取现,80000,20161012,企业客户端
现金宝普取,60959,20161025,企业客户端
现金宝普取,4000000,20161028,企业客户端
现金宝普取,100000,20161103,企业客户端
现金宝普取,400000,20161128,企业客户端
现金宝普取,300000,20161128,企业客户端
现金宝普取,300000,20161024,企业客户端
现金宝普取,1000000,20161101,企业客户端
现金宝普取,3660000,20161202,企业客户端
现金宝普取,1828.51,20161026,企业客户端
现金宝快取,150000,20161031,企业客户端
现金宝普取,300000,20161129,企业客户端
现金宝普取,100000,20161205,企业客户端
现金宝普取,300000,20160719,企业客户端
现金宝普取,845.38,20160725,企业客户端
现金宝普取,240000,20160901,企业客户端
现金宝普取,90000,20161018,企业客户端
现金宝普取,15000,20161115,企业客户端
现金宝普取,2000000,20160829,企业客户端
现金宝普取,6000000,20161111,企业客户端
现金宝快取,186400,20160912,企业客户端
现金宝普取,7004725.92,20160919,企业客户端
现金宝普取,570000,20161020,企业客户端
现金宝普取,630000,20161205,企业客户端
现金宝普取,5000000,20161206,企业客户端
现金宝普取,5000,20161102,企业客户端
现金宝普取,3611693.16,20161116,企业客户端
现金宝普取,8000000,20161124,企业客户端
现金宝普取,160000,20161128,企业客户端
现金宝普取,120000,20161128,企业客户端
现金宝普取,2052150.08,20161207,企业客户端
现金宝普取,500000,20161209,企业客户端
现金宝普取,80000,20160725,企业客户端
现金宝普取,1380000,20160816,企业客户端
现金宝普取,200000,20160909,企业客户端
现金宝普取,90000,20160912,企业客户端
现金宝普取,600000,20160912,企业客户端
现金宝快取,30000,20160928,企业客户端
现金宝普取,10000000,20160929,企业客户端
现金宝普取,4000000,20160816,企业客户端
现金宝普取,1933.04,20160919,企业客户端
现金宝普取,6616954.82,20160922,企业客户端
现金宝普取,1080000,20161013,企业客户端
现金宝普取,0.1,20161020,企业客户端
现金宝普取,20000000,20160803,企业客户端
现金宝普取,760000,20160804,企业客户端
现金宝普取,200000,20160923,企业客户端
现金宝普取,43000,20160801,企业客户端
现金宝快取,567700,20160829,企业客户端
现金宝普取,39000,20160830,企业客户端
现金宝普取,1950000,20160919,企业客户端
现金宝普取,90000,20160816,企业客户端
现金宝普取,83968.85,20160819,企业客户端
现金宝普取,400000,20160830,企业客户端
现金宝普取,50000,20161118,企业客户端
现金宝普取,700000,20160829,企业客户端
现金宝普取,500000,20160919,企业客户端
现金宝快取,100000,20160919,企业客户端
现金宝普取,200000,20161109,企业客户端
现金宝普取,880000,20161114,企业客户端
现金宝普取,20000,20160818,企业客户端
现金宝普取,5000,20161102,企业客户端
现金宝普取,300000,20161110,企业客户端
现金宝普取,3000,20161114,企业客户端
现金宝普取,216000,20161115,企业客户端
现金宝快取,20000,20161116,企业客户端
现金宝普取,300000,20161116,企业客户端
现金宝快取,10000,20161121,企业客户端
现金宝普取,5000000,20160803,企业客户端
现金宝普取,10000000,20160810,企业客户端
现金宝普取,3003534.67,20160811,企业客户端
现金宝普取,100000,20160831,企业客户端
现金宝普取,1000000,20160919,企业客户端
现金宝普取,10000,20161012,企业客户端
现金宝普取,1040000,20160712,企业客户端
现金宝普取,105.79,20160729,企业客户端
现金宝普取,700000,20160824,企业客户端
现金宝普取,100000,20160826,企业客户端
现金宝普取,3000000,20160909,企业客户端
现金宝普取,1140000,20160815,企业客户端
现金宝普取,100000,20160816,企业客户端
现金宝普取,300000,20160907,企业客户端
现金宝普取,5000000,20161010,企业客户端
现金宝普取,600000,20160715,企业客户端
现金宝普取,250000,20160810,企业客户端
现金宝普取,1384704.94,20160817,企业客户端
现金宝普取,1000000,20161101,企业客户端
现金宝普取,20000000,20161103,企业客户端
现金宝普取,1000000,20161115,企业客户端
现金宝普取,500000,20160714,企业客户端
现金宝普取,1000000,20160728,企业客户端
现金宝普取,50000,20160825,企业客户端
现金宝普取,1100000,20161010,企业客户端
现金宝普取,100000,20161019,企业客户端
现金宝普取,170000,20160815,企业客户端
现金宝快取,100000,20161013,企业客户端
现金宝普取,500000,20160805,企业客户端
现金宝普取,3370000,20160902,企业客户端
现金宝普取,300000,20161031,企业客户端
现金宝普取,3370000,20161102,企业客户端
现金宝快取,200000,20161103,企业客户端
现金宝普取,3000000,20161109,企业客户端
现金宝普取,1000000,20160905,企业客户端
现金宝普取,200237.17,20160919,企业客户端
现金宝快取,3000,20161019,企业客户端
现金宝普取,1000000,20160927,企业客户端
现金宝普取,1000000,20161027,企业客户端
现金宝普取,50000,20160713,企业客户端
现金宝普取,125000,20160902,企业客户端
现金宝普取,50000,20160908,企业客户端
现金宝普取,10000,20160908,企业客户端
现金宝快取,50000,20160921,企业客户端
现金宝普取,200000,20160923,企业客户端
现金宝普取,900000,20161010,企业客户端
现金宝普取,2500000,20160715,企业客户端
现金宝普取,5043860.96,20160721,企业客户端
现金宝普取,40000,20160804,企业客户端
现金宝普取,6370000,20160824,企业客户端
现金宝普取,300000,20160912,企业客户端
现金宝普取,2000000,20160927,企业客户端
预约取现,80000,20161111,企业客户端
现金宝快取,6000,20161111,企业客户端
现金宝普取,100000,20160715,企业客户端
现金宝普取,5000,20160718,企业客户端
现金宝普取,300000,20160718,企业客户端
现金宝普取,350000,20160725,企业客户端
现金宝普取,100000,20160726,企业客户端
现金宝普取,10047586.52,20160810,企业客户端
现金宝快取,30000,20160816,企业客户端
现金宝普取,500000,20161010,企业客户端
现金宝普取,100000,20161010,企业客户端
现金宝普取,400000,20161012,企业客户端
现金宝普取,1027,20161025,企业客户端
现金宝普取,300000,20160725,企业客户端
现金宝普取,50000,20160819,企业客户端
现金宝普取,4000000,20160908,企业客户端
现金宝普取,20000,20160912,企业客户端
现金宝普取,333081.75,20160928,企业客户端
现金宝快取,20000,20161014,企业客户端
现金宝普取,19.19,20161110,企业客户端
现金宝普取,300000,20160823,企业客户端
现金宝普取,20000,20160926,企业客户端
现金宝普取,8000000,20161026,企业客户端
现金宝快取,50000,20160902,企业客户端
现金宝普取,800000,20160920,企业客户端
现金宝普取,50000,20161010,企业客户端
现金宝普取,252108.79,20160714,企业客户端
现金宝快取,20000,20160811,企业客户端
现金宝普取,30000,20160811,企业客户端
现金宝普取,0.01,20161024,企业客户端
现金宝普取,15000,20161110,企业客户端
现金宝普取,3014589.89,20161114,企业客户端
现金宝普取,50000,20161114,企业客户端
现金宝普取,237.67,20161114,企业客户端
现金宝快取,500000,20161117,企业客户端
现金宝普取,1000000,20161011,企业客户端
现金宝普取,50000,20161012,企业客户端
现金宝普取,50000,20161027,企业客户端
现金宝普取,2900000,20161103,企业客户端
现金宝普取,100000,20161107,企业客户端
现金宝普取,10000,20161117,企业客户端
现金宝普取,30000,20161117,企业客户端
现金宝快取,500000,20161122,企业客户端
现金宝普取,500000,20160720,企业客户端
现金宝普取,2300000,20160728,企业客户端
现金宝快取,100000,20160901,企业客户端
现金宝普取,69000,20161208,企业客户端
现金宝普取,300000,20161208,企业客户端
现金宝普取,2000000,20160722,企业客户端
现金宝普取,720000,20160722,企业客户端
现金宝普取,20000,20160725,企业客户端
现金宝普取,200000,20160725,企业客户端
现金宝普取,23300,20160808,企业客户端
现金宝普取,500000,20160818,企业客户端
现金宝普取,500000,20160913,企业客户端
现金宝普取,300000,20160905,企业客户端
现金宝普取,220000,20161010,企业客户端
现金宝普取,500000,20161010,企业客户端
现金宝快取,250000,20161024,企业客户端
现金宝普取,2000000,20160725,企业客户端
现金宝普取,630000,20160803,企业客户端
现金宝普取,500000,20160927,企业客户端
现金宝普取,100000,20161018,企业客户端
现金宝普取,0.1,20161020,企业客户端
现金宝普取,3890000,20161020,企业客户端
现金宝普取,0.01,20161031,企业客户端
现金宝普取,200000,20161101,企业客户端
现金宝普取,200000,20161115,企业客户端
现金宝普取,100000,20160907,企业客户端
现金宝普取,200000,20161026,企业客户端
现金宝普取,8000000,20161101,企业客户端
现金宝普取,80000,20161209,企业客户端
预约取现,10000,20160902,企业客户端
现金宝普取,20000,20160921,企业客户端
现金宝快取,50000,20161017,企业客户端
现金宝普取,935557,20161027,企业客户端
现金宝普取,254062.27,20161114,企业客户端
现金宝普取,2000000,20160802,企业客户端
现金宝普取,500000,20160825,企业客户端
现金宝快取,600000,20160909,企业客户端
现金宝普取,300000,20160909,企业客户端
现金宝普取,500000,20160912,企业客户端
现金宝普取,100000,20160919,企业客户端
现金宝普取,1260000,20161121,企业客户端
现金宝普取,200000,20160808,企业客户端
现金宝普取,400000,20161017,企业客户端
现金宝普取,0.1,20161020,企业客户端
现金宝普取,100000,20161018,企业客户端
现金宝普取,1000000,20161123,企业客户端
现金宝普取,50000,20161201,企业客户端
现金宝普取,200000,20160713,企业客户端
现金宝普取,500000,20160715,企业客户端
现金宝普取,10000,20160908,企业客户端
现金宝普取,1500000,20160929,企业客户端
现金宝普取,100000,20160905,企业客户端
现金宝普取,1500,20160714,企业客户端
现金宝普取,70000,20160815,企业客户端
现金宝快取,10000,20160907,企业客户端
现金宝普取,200000,20161103,企业客户端
现金宝普取,2000,20161121,企业客户端
现金宝普取,50000,20161121,企业客户端
现金宝普取,100000,20161121,企业客户端
现金宝普取,385000,20160829,企业客户端
现金宝普取,30000,20160906,企业客户端
现金宝普取,20000000,20161010,企业客户端
现金宝普取,580000,20161010,企业客户端
现金宝普取,50000,20160829,企业客户端
现金宝普取,2500000,20160928,企业客户端
现金宝普取,2190000,20161026,企业客户端
现金宝快取,1000000,20160801,企业客户端
现金宝普取,1704337.09,20160922,企业客户端
现金宝普取,35000,20161110,企业客户端
现金宝普取,20000,20161110,企业客户端
现金宝普取,990000,20161130,企业客户端
现金宝普取,3000,20160715,企业客户端
现金宝普取,100000,20160720,企业客户端
现金宝普取,1000000,20160815,企业客户端
现金宝普取,20000,20160815,企业客户端
现金宝普取,1000000,20160826,企业客户端
现金宝普取,5000000,20160826,企业客户端
现金宝普取,10000,20161011,企业客户端
现金宝普取,1000000,20160922,企业客户端
现金宝普取,50000,20160912,企业客户端
现金宝普取,61.45,20160920,企业客户端
现金宝普取,8003249.36,20161019,企业客户端
现金宝普取,80000,20161124,企业客户端
现金宝普取,1000000,20161201,企业客户端
现金宝普取,3750000,20160712,企业客户端
现金宝快取,10000,20160712,企业客户端
现金宝普取,2.98,20160718,企业客户端
现金宝普取,17.25,20160802,企业客户端
现金宝普取,115000,20160919,企业客户端
现金宝普取,1440000,20160921,企业客户端
现金宝普取,100000,20160926,企业客户端
现金宝普取,72.35,20161110,企业客户端
现金宝普取,1450000,20160817,企业客户端
现金宝普取,200000,20160927,企业客户端
现金宝普取,10000000,20161110,企业客户端
现金宝普取,50000,20160725,企业客户端
现金宝普取,30000,20160822,企业客户端
现金宝普取,500000,20160722,企业客户端
现金宝普取,15000,20160815,企业客户端
现金宝普取,200000,20161021,企业客户端
现金宝普取,5000,20161104,企业客户端
现金宝普取,1000000,20161201,企业客户端
现金宝普取,500000,20160905,企业客户端
现金宝普取,10000000,20161020,企业客户端
现金宝普取,8000000,20161027,企业客户端
现金宝普取,500000,20161201,企业客户端
现金宝普取,100000,20161209,企业客户端
现金宝普取,100000,20161111,企业客户端
现金宝普取,20000,20161114,企业客户端
现金宝普取,637537.42,20160719,企业客户端
现金宝快取,200000,20160822,企业客户端
现金宝快取,20000,20160908,企业客户端
现金宝普取,53.25,20161011,企业客户端
现金宝普取,220000,20161013,企业客户端
现金宝普取,10000,20161021,企业客户端
现金宝普取,1,20161101,企业客户端
现金宝普取,250000,20160718,企业客户端
现金宝普取,399764.2,20160727,企业客户端
现金宝普取,350000,20160727,企业客户端
现金宝快取,100000,20160811,企业客户端
现金宝普取,400000,20160906,企业客户端
现金宝普取,1000000,20160912,企业客户端
现金宝普取,2160000,20161202,企业客户端
现金宝普取,400000,20161206,企业客户端
现金宝普取,2000000,20161208,企业客户端
现金宝普取,1000000,20160713,企业客户端
现金宝普取,480000,20160721,企业客户端
现金宝快取,100000,20160722,企业客户端
现金宝普取,8500,20160811,企业客户端
现金宝普取,300000,20161206,企业客户端
现金宝普取,405730.46,20161207,企业客户端
现金宝普取,1510538.98,20160714,企业客户端
现金宝普取,3540000,20161103,企业客户端
现金宝普取,100000,20160714,企业客户端
现金宝普取,50000,20161011,企业客户端
现金宝普取,20,20161025,企业客户端
现金宝普取,20000000,20161103,企业客户端
现金宝普取,300000,20160801,企业客户端
现金宝普取,8000000,20160812,企业客户端
现金宝普取,300000,20160810,企业客户端
现金宝普取,100000,20160907,企业客户端
预约取现,10000,20161013,企业客户端
现金宝普取,250000,20161214,企业客户端
预约取现,15000,20161215,企业客户端
现金宝普取,3000000,20161017,企业客户端
现金宝普取,6000,20161027,企业客户端
现金宝普取,45000,20161116,企业客户端
现金宝普取,500000,20160913,企业客户端
现金宝普取,70000,20161108,企业客户端
现金宝普取,3000000,20160825,企业客户端
现金宝普取,100000,20160825,企业客户端
现金宝普取,50000,20160907,企业客户端
现金宝普取,0.1,20161020,企业客户端
现金宝普取,6000000,20160808,企业客户端
现金宝普取,1200000,20160811,企业客户端
现金宝普取,40000,20160908,企业客户端
现金宝普取,2000000,20160912,企业客户端
现金宝普取,3000,20160914,企业客户端
现金宝普取,300000,20160927,企业客户端
现金宝普取,1013667.87,20161026,企业客户端
现金宝普取,269412.75,20161026,企业客户端
现金宝普取,200000,20161215,企业客户端
现金宝普取,200000,20160726,企业客户端
现金宝普取,300000,20160726,企业客户端
现金宝普取,100000,20160809,企业客户端
现金宝普取,150000,20160823,企业客户端
现金宝普取,30000,20161010,企业客户端
现金宝普取,500000,20161129,企业客户端
现金宝普取,851437.6,20160721,企业客户端
现金宝普取,2000000,20160808,企业客户端
现金宝普取,20000,20161010,企业客户端
现金宝普取,3600000,20161116,企业客户端
现金宝普取,100000,20161122,企业客户端
现金宝普取,10000,20161128,企业客户端
现金宝普取,10000000,20161116,企业客户端
现金宝普取,10000,20161212,企业客户端
现金宝快取,8000,20160726,企业客户端
现金宝普取,100000,20160815,企业客户端
现金宝普取,2000000,20160913,企业客户端
现金宝快取,900000,20161129,企业客户端
现金宝普取,510000,20161205,企业客户端
现金宝普取,503884,20160718,企业客户端
现金宝普取,200000,20160826,企业客户端
现金宝普取,6000000,20160901,企业客户端
现金宝普取,9355794,20160914,企业客户端
现金宝快取,40000,20161019,企业客户端
现金宝普取,500000,20161019,企业客户端
现金宝普取,10000000,20161020,企业客户端
预约取现,165000,20161102,企业客户端
现金宝普取,70000,20161121,企业客户端
现金宝普取,5000,20160719,企业客户端
现金宝普取,300000,20161011,企业客户端
现金宝快取,10000,20161117,企业客户端
现金宝普取,290000,20160919,企业客户端
现金宝普取,200000,20161115,企业客户端
现金宝普取,10000,20161130,企业客户端
现金宝普取,716.35,20161205,企业客户端
现金宝普取,50000,20161215,企业客户端
现金宝普取,2000000,20160818,企业客户端
现金宝普取,940000,20160822,企业客户端
现金宝普取,171745,20161010,企业客户端
现金宝普取,10660080.89,20161201,企业客户端
现金宝普取,1004263.57,20161212,企业客户端
现金宝普取,360000,20161212,企业客户端
现金宝快取,150000,20161028,企业客户端
现金宝普取,32305.49,20161128,企业客户端
现金宝普取,100000,20160802,企业客户端
现金宝普取,700000,20160906,企业客户端
现金宝普取,80000,20160921,企业客户端
现金宝普取,2000000,20161013,企业客户端
现金宝普取,105.77,20160712,企业客户端
现金宝普取,100000,20160713,企业客户端
现金宝普取,1002051.55,20160803,企业客户端
现金宝普取,3000000,20161102,企业客户端
现金宝快取,30000,20161102,企业客户端
现金宝普取,40000,20161102,企业客户端
现金宝普取,1000000,20161214,企业客户端
现金宝普取,120000,20160810,企业客户端
现金宝快取,103000,20160927,企业客户端
现金宝普取,50000,20161013,企业客户端
现金宝普取,50000,20161124,企业客户端
现金宝普取,50000,20161214,企业客户端
现金宝普取,150000,20161214,企业客户端
现金宝普取,10000,20161214,企业客户端
现金宝普取,100000,20161214,企业客户端
现金宝普取,1210000,20161214,企业客户端
现金宝普取,2000000,20160912,企业客户端
现金宝普取,200000,20161028,企业客户端
现金宝普取,30000,20161017,企业客户端
现金宝普取,1150000,20161129,企业客户端
现金宝普取,48453.48,20160805,企业客户端
现金宝普取,50000,20160912,企业客户端
现金宝普取,470000,20160718,企业客户端
现金宝普取,100000,20160718,企业客户端
现金宝普取,100000,20160718,企业客户端
现金宝普取,100000,20160803,企业客户端
现金宝普取,8.03,20160804,企业客户端
现金宝普取,50000,20160809,企业客户端
现金宝快取,500000,20160817,企业客户端
现金宝普取,400000,20161010,企业客户端
现金宝普取,80000,20161017,企业客户端
现金宝普取,1000000,20161024,企业客户端
现金宝快取,100000,20161025,企业客户端
现金宝普取,3000000,20161108,企业客户端
现金宝普取,1000000,20160720,企业客户端
现金宝普取,200000,20160803,企业客户端
现金宝普取,2010979.08,20160919,企业客户端
现金宝普取,9690000,20160718,企业客户端
现金宝普取,197.63,20160818,企业客户端
现金宝普取,1000000,20161123,企业客户端
现金宝普取,500000,20161208,企业客户端
现金宝普取,100395.87,20161213,企业客户端
现金宝普取,3900000,20160901,企业客户端
现金宝普取,50000,20160902,企业客户端
现金宝普取,250000,20160908,企业客户端
现金宝普取,380000,20160912,企业客户端
现金宝普取,1000000,20161011,企业客户端
现金宝普取,522.55,20160714,企业客户端
现金宝普取,160000,20160720,企业客户端
现金宝普取,30000,20160905,企业客户端
现金宝普取,1000000,20160927,企业客户端
现金宝普取,70000,20161018,企业客户端
现金宝快取,500000,20160919,企业客户端
现金宝快取,10000,20160923,企业客户端
现金宝普取,5620000,20160929,企业客户端
现金宝普取,716441.65,20161013,企业客户端
现金宝普取,300000,20161017,企业客户端
现金宝普取,140000,20161018,企业客户端
现金宝快取,20000,20161025,企业客户端
现金宝普取,20000,20161114,企业客户端
现金宝普取,4000000,20160712,企业客户端
现金宝普取,3000000,20160713,企业客户端
现金宝普取,105.48,20160726,企业客户端
现金宝普取,1540000,20160804,企业客户端
现金宝普取,650000,20160913,企业客户端
现金宝普取,30000,20161014,企业客户端
现金宝普取,2000,20161024,企业客户端
现金宝普取,650000,20160727,企业客户端
现金宝普取,760000,20160831,企业客户端
现金宝快取,550000,20161110,企业客户端
现金宝普取,50000,20160929,企业客户端
现金宝普取,120000,20161114,企业客户端
现金宝普取,200000,20161123,企业客户端
现金宝普取,450000,20160811,企业客户端
